2 12
5.2 12.8796
29.2 21.1359
54.9592 28.832
97.231 40.5144
154.895 56.0435
235.924 76.5658
348.011 104.744
501.142 141.532
710.63 191.087
993.695 257.105
1210.62 305.955
1474.89 365.137
1796.86 437.173
2189.11 524.534
2666.99 628.226
3249.18 752.661
3958.47 903.698
4822.6 1087.52
5875.36 1309.59
7157.94 1573.41
8720.51 1892.11
10624.2 2279.35
12943.4 2750.36
15768.9 3317.37
19211.3 3994.12
23405 4813.84
28514.3 5810.39
34738.9 7021.67
42322.4 8476.61
51561.3 10221.7
62817 12337.4
76529.8 14910.1
93236.1 18035.5
113589 21787.7
138386 26302.5
168595 31779
205399 38439.3
250237 46528.2
304863 56243.4
371414 67955.3
452494 82166.7
551272 99451
671614 120442
818225 145677
996842 176130
1.21445e+06 213090
1.47956e+06 258042
1.80255e+06 312646
2.19604e+06 378362
2.67543e+06 457711
3.25947e+06 554020
3.97101e+06 671152
4.83788e+06 813483
5.89397e+06 985002
7.18062e+06 1.19213e+06
8.74813e+06 1.44353e+06
1.06578e+07 1.74926e+06
1.29844e+07 2.12091e+06
1.58189e+07 2.56943e+06
1.92721e+07 3.11099e+06
2.34792e+07 3.76825e+06
2.86046e+07 4.56746e+06
3.4849e+07 5.53936e+06
4.24564e+07 6.71427e+06
5.17246e+07 8.13231e+06
6.3016e+07 9.85313e+06
7.67722e+07 1.19453e+07
9.35314e+07 1.44901e+07
1.13949e+08 1.75723e+07
1.38824e+08 2.12904e+07
1.69129e+08 2.58017e+07
2.0605e+08 3.12853e+07
2.5103e+08 3.79567e+07
3.05829e+08 4.605e+07
3.72591e+08 5.58135e+07
4.53927e+08 6.76548e+07
5.53018e+08 8.20445e+07
6.73741e+08 9.95513e+07
8.20817e+08 1.20817e+08

