#nu [Hz]            Flux [mJy]          
3.3e+17 2.00331e+20
3.74792e+17 2.06683e+20
4.25664e+17 2.1303e+20
4.83441e+17 2.19318e+20
5.4906e+17 2.25533e+20
6.23585e+17 2.31727e+20
7.08227e+17 2.37848e+20
8.04357e+17 2.4385e+20
9.13535e+17 2.49718e+20
1.03753e+18 2.55458e+20
1.17836e+18 2.61048e+20
1.3383e+18 2.66405e+20
1.51995e+18 2.71487e+20
1.72626e+18 2.76243e+20
1.96057e+18 2.80691e+20
2.22669e+18 2.84738e+20
2.52893e+18 2.88339e+20
2.87219e+18 2.91517e+20
3.26204e+18 2.94258e+20
3.7048e+18 2.96406e+20
4.20767e+18 2.97915e+20
4.77879e+18 2.98824e+20
5.42743e+18 2.99073e+20
6.16411e+18 2.98571e+20
7.00079e+18 2.97292e+20
7.95103e+18 2.95394e+20
9.03025e+18 2.92624e+20
1.0256e+19 2.88964e+20
1.1648e+19 2.84603e+20
1.32291e+19 2.79434e+20
1.50247e+19 2.73513e+20
1.7064e+19 2.66653e+20
1.93802e+19 2.59109e+20
2.20107e+19 2.51027e+20
2.49983e+19 2.4223e+20
2.83914e+19 2.3279e+20
3.22451e+19 2.22869e+20
3.66218e+19 2.12651e+20
4.15926e+19 2.02101e+20
4.72381e+19 1.91307e+20
5.36499e+19 1.80435e+20
6.0932e+19 1.69618e+20
6.92025e+19 1.58836e+20
7.85956e+19 1.48301e+20
8.92637e+19 1.38064e+20
1.0138e+20 1.28074e+20
1.1514e+20 1.18542e+20
1.30769e+20 1.09418e+20
1.48518e+20 1.00799e+20
1.68677e+20 9.26823e+19
1.91572e+20 8.50096e+19
2.17575e+20 7.78596e+19
2.47107e+20 7.11701e+19
2.80648e+20 6.49583e+19
3.18741e+20 5.92357e+19
3.62005e+20 5.39463e+19
4.11142e+20 4.90326e+19
4.66947e+20 4.45354e+19
5.30327e+20 4.04179e+19
6.02311e+20 3.66312e+19
6.84064e+20 3.31853e+19
7.76915e+20 3.00115e+19
8.82368e+20 2.71263e+19
1.00213e+21 2.45169e+19
1.13816e+21 2.21264e+19
1.29264e+21 1.996e+19
1.4681e+21 1.79866e+19
1.66737e+21 1.62084e+19
1.89369e+21 1.45897e+19
2.15072e+21 1.31241e+19
2.44265e+21 1.18035e+19
2.7742e+21 1.06108e+19
3.15075e+21 9.53136e+18
3.57841e+21 8.55535e+18
4.06412e+21 7.68084e+18
4.61575e+21 6.88751e+18
5.24226e+21 6.17604e+18
5.95382e+21 5.53221e+18
6.76195e+21 4.95718e+18
7.67977e+21 4.44006e+18
8.72217e+21 3.97368e+18
9.90606e+21 3.55581e+18
1.12506e+22 3.18109e+18
1.27777e+22 2.84508e+18
1.45121e+22 2.54214e+18
1.64819e+22 2.27046e+18
1.8719e+22 2.02883e+18
2.12598e+22 1.81072e+18
2.41455e+22 1.61589e+18
2.74228e+22 1.44152e+18
3.1145e+22 1.28588e+18
3.53724e+22 1.14645e+18
4.01736e+22 1.0217e+18
4.56265e+22 9.10271e+17
5.18196e+22 8.10926e+17
5.88532e+22 7.21516e+17
6.68416e+22 6.4213e+17
7.59142e+22 5.70956e+17
8.62183e+22 5.07572e+17
9.7921e+22 4.50969e+17
1.11212e+23 4.00441e+17
1.26307e+23 3.55473e+17
1.43451e+23 3.15411e+17
1.62923e+23 2.79572e+17
1.85037e+23 2.47763e+17
2.10152e+23 2.19307e+17
2.38677e+23 1.94075e+17
2.71073e+23 1.71553e+17
3.07867e+23 1.51508e+17
3.49655e+23 1.33687e+17
3.97115e+23 1.17858e+17
4.51016e+23 1.03766e+17
5.12234e+23 9.12825e+16
5.81762e+23 8.02205e+16
6.60726e+23 7.03997e+16
7.50409e+23 6.16923e+16
8.52264e+23 5.39929e+16
9.67945e+23 4.7194e+16
1.09933e+24 4.11971e+16
1.24854e+24 3.5905e+16
1.41801e+24 3.12258e+16
1.61048e+24 2.71118e+16
1.82908e+24 2.34985e+16
2.07735e+24 2.03642e+16
2.35931e+24 1.76434e+16
2.67955e+24 1.52739e+16
3.04325e+24 1.32248e+16
3.45632e+24 1.14463e+16
3.92546e+24 9.90942e+15
4.45828e+24 8.57128e+15
5.06342e+24 7.41218e+15
5.75069e+24 6.40727e+15
6.53125e+24 5.53699e+15
7.41776e+24 4.78377e+15
8.4246e+24 4.13057e+15
9.5681e+24 3.5683e+15
1.08668e+25 3.07957e+15
1.23418e+25 2.65659e+15
1.4017e+25 2.29179e+15
1.59196e+25 1.97528e+15
1.80804e+25 1.7019e+15
2.05345e+25 1.46581e+15
2.33217e+25 1.26175e+15
2.64872e+25 1.08571e+15
3.00824e+25 9.33322e+14
3.41656e+25 8.0272e+14
3.8803e+25 6.89305e+14
4.40699e+25 5.91471e+14
5.00517e+25 5.07486e+14
5.68453e+25 4.34954e+14
6.45611e+25 3.72569e+14
7.33242e+25 3.18983e+14
8.32768e+25 2.72771e+14
9.45802e+25 2.3311e+14
1.07418e+26 1.99016e+14
1.21998e+26 1.69665e+14
1.38557e+26 1.44516e+14
1.57364e+26 1.2306e+14
1.78724e+26 1.04599e+14
2.02983e+26 8.88097e+13
2.30534e+26 7.5296e+13
2.61825e+26 6.37557e+13
2.97364e+26 5.38953e+13
3.37726e+26 4.5472e+13
3.83566e+26 3.83229e+13
4.35629e+26 3.22302e+13
4.94759e+26 2.70589e+13
5.61914e+26 2.2651e+13
6.38184e+26 1.89346e+13
7.24807e+26 1.57808e+13
8.23188e+26 1.3115e+13
9.34922e+26 1.08681e+13
1.06182e+27 8.97829e+12
1.20595e+27 7.38989e+12
1.36963e+27 6.0567e+12
1.55554e+27 4.94688e+12
1.76668e+27 4.01658e+12
2.00647e+27 3.24949e+12
2.27882e+27 2.61025e+12
2.58813e+27 2.08416e+12
2.93943e+27 1.65239e+12
3.33841e+27 1.29982e+12
3.79154e+27 1.01287e+12
4.30618e+27 7.81104e+11
4.89067e+27 5.952e+11
5.5545e+27 4.47428e+11
6.30843e+27 3.31497e+11
7.16469e+27 2.4071e+11
8.13718e+27 1.71421e+11
9.24166e+27 1.18973e+11
1.04961e+28 8.00273e+10
1.19207e+28 5.17549e+10
1.35388e+28 3.1785e+10
1.53764e+28 1.81357e+10
1.74635e+28 9.23694e+09
1.98339e+28 3.83666e+09
2.2526e+28 9.91312e+08
2.55836e+28 1.60257e+07
2.90561e+28 1.26247e-69
3.3e+28 1.43383e-69
