#nu [Hz]            Flux [mJy]          
3.12425e+12 2.75584e+13
4.04133e+12 4.60363e+13
5.22759e+12 7.68666e+13
6.76207e+12 1.28264e+14
8.74697e+12 2.13857e+14
1.13145e+13 3.56195e+14
1.46357e+13 5.92467e+14
1.89318e+13 9.83737e+14
2.44889e+13 1.62969e+15
3.16773e+13 2.69183e+15
4.09756e+13 4.42915e+15
5.30034e+13 7.25137e+15
6.85617e+13 1.17947e+16
8.86869e+13 1.90222e+16
1.1472e+14 3.03392e+16
1.48394e+14 4.76908e+16
1.91952e+14 7.35567e+16
2.48297e+14 1.10686e+17
3.21181e+14 1.61347e+17
4.15458e+14 2.25958e+17
5.3741e+14 3.01434e+17
6.95158e+14 3.806e+17
8.99211e+14 4.54642e+17
1.16316e+15 5.18422e+17
1.50459e+15 5.7387e+17
1.94624e+15 6.27002e+17
2.51752e+15 6.82422e+17
3.2565e+15 7.41793e+17
4.2124e+15 8.05302e+17
5.44888e+15 8.72607e+17
7.04832e+15 9.42874e+17
9.11724e+15 1.01451e+18
1.17935e+16 1.08478e+18
1.52552e+16 1.14922e+18
1.97332e+16 1.20105e+18
2.55256e+16 1.23055e+18
3.30182e+16 1.22503e+18
4.27102e+16 1.17002e+18
5.52471e+16 1.0531e+18
7.1464e+16 8.71178e+17
9.24411e+16 6.39847e+17
1.19576e+17 3.98104e+17
1.54675e+17 1.97189e+17
2.00078e+17 7.17593e+16
2.58808e+17 1.73265e+16
3.34777e+17 2.43935e+15
4.33045e+17 1.6983e+14
5.60159e+17 4.732e+12
7.24585e+17 4.01763e+10
9.37275e+17 7.31116e+07
